icao_address,timestamp,latitude,longitude,altitude_baro,heading,vertical_rate,on_ground,callsign,tail_number,collection_type,flight_number,ingestion_time,speed,squawk,aircraft_type_icao,aircraft_type_name,airline_iata,airline_name,departure_utc_offset,departure_airport_icao,departure_airport_iata,departure_scheduled_time,departure_estimated_time,arrival_utc_offset,arrival_airport_icao,arrival_airport_iata,arrival_scheduled_time,arrival_estimated_time,takeoff_time,landing_time,source
780C60,2021-03-20T12:20:09Z,31.184751,121.332596,,172.28624,,True,CES5812,B-5815,terrestrial,MU5812,2021-03-20T12:20:11.415Z,0.0,,B737,Boeing 737-76D,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:10:00Z,2021-03-20T12:10:00Z,+0800,ZPPP,KMG,2021-03-20T15:50:00Z,2021-03-20T15:50:00Z,,,
7809B9,2021-03-20T12:20:09Z,31.189126,121.330879,,156.19772,,True,CES5357,B-5921,terrestrial,MU5357,2021-03-20T12:20:11.347Z,0.0,6302,A332,Airbus A330-243,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:25:00Z,2021-03-20T12:25:00Z,+0800,ZGSZ,SZX,2021-03-20T15:10:00Z,2021-03-20T15:10:00Z,,,
7809B9,2021-03-20T12:20:27Z,31.188469,121.331083,,156.19772,,True,CES5357,B-5921,terrestrial,MU5357,2021-03-20T12:20:30.386Z,0.0,6302,A332,Airbus A330-243,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:25:00Z,2021-03-20T12:25:00Z,+0800,ZGSZ,SZX,2021-03-20T15:10:00Z,2021-03-20T15:10:00Z,,,
781225,2021-03-20T12:20:05Z,31.199512,121.327272,,,,True,CSZ9516,B-8865,terrestrial,ZH9516,2021-03-20T12:20:08.168Z,0.0,,A333,Airbus A330-343E,ZH,Shenzhen Airlines,+0800,ZSSS,SHA,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZGSZ,SZX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
781225,2021-03-20T12:20:17Z,31.199508,121.327281,,,,True,CSZ9516,B-8865,terrestrial,ZH9516,2021-03-20T12:20:19.322Z,0.0,,A333,Airbus A330-343E,ZH,Shenzhen Airlines,+0800,ZSSS,SHA,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZGSZ,SZX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
780981,2021-03-20T12:20:33Z,31.200611,121.328053,,79.73998,,True,CSH9101,B-5722,terrestrial,FM9101,2021-03-20T12:20:34.947Z,10.0,,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSSS,SHA,2021-03-20T12:30:00Z,,+0800,ZBAA,PEK,2021-03-20T14:55:00Z,2021-03-20T14:55:00Z,,,
7813F9,2021-03-20T12:21:09Z,31.184157,121.329369,,,,True,CSN3504,B-1128,terrestrial,CZ3504,2021-03-20T12:21:11.243Z,0.0,5002,B789,Boeing 787-9,CZ,China Southern Airlines,+0800,ZSSS,SHA,2021-03-20T12:15:00Z,,+0800,ZGGG,CAN,2021-03-20T14:45:00Z,,,,
781225,2021-03-20T12:20:50Z,31.199512,121.327272,,,,True,CSZ9516,B-8865,terrestrial,ZH9516,2021-03-20T12:20:52.972Z,0.0,5011,A333,Airbus A330-343E,ZH,Shenzhen Airlines,+0800,ZSSS,SHA,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZGSZ,SZX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
780C60,2021-03-20T12:20:39Z,31.185076,121.333186,,172.28624,,True,CES5812,B-5815,terrestrial,MU5812,2021-03-20T12:20:40.379Z,0.0,,B737,Boeing 737-76D,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:10:00Z,2021-03-20T12:10:00Z,+0800,ZPPP,KMG,2021-03-20T15:50:00Z,2021-03-20T15:50:00Z,,,
780C60,2021-03-20T12:20:42Z,31.185081,121.333183,,172.28624,,True,CES5812,B-5815,terrestrial,MU5812,2021-03-20T12:20:45.518Z,0.0,,B737,Boeing 737-76D,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:10:00Z,2021-03-20T12:10:00Z,+0800,ZPPP,KMG,2021-03-20T15:50:00Z,2021-03-20T15:50:00Z,,,
780C60,2021-03-20T12:20:45Z,31.185081,121.333183,,172.28624,,True,CES5812,B-5815,terrestrial,MU5812,2021-03-20T12:20:47.793Z,0.0,,B737,Boeing 737-76D,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:10:00Z,2021-03-20T12:10:00Z,+0800,ZPPP,KMG,2021-03-20T15:50:00Z,2021-03-20T15:50:00Z,,,
7813F9,2021-03-20T12:21:30Z,31.184155,121.329615,,,,True,CSN3504,B-1128,terrestrial,CZ3504,2021-03-20T12:21:31.305Z,0.0,,B789,Boeing 787-9,CZ,China Southern Airlines,+0800,ZSSS,SHA,2021-03-20T12:15:00Z,,+0800,ZGGG,CAN,2021-03-20T14:45:00Z,,,,
7813F9,2021-03-20T12:21:39Z,31.184157,121.329684,,,,True,CSN3504,B-1128,terrestrial,CZ3504,2021-03-20T12:21:41.675Z,0.0,,B789,Boeing 787-9,CZ,China Southern Airlines,+0800,ZSSS,SHA,2021-03-20T12:15:00Z,,+0800,ZGGG,CAN,2021-03-20T14:45:00Z,,,,
7809B9,2021-03-20T12:21:57Z,31.184727,121.331863,,177.23991,,True,CES5357,B-5921,terrestrial,MU5357,2021-03-20T12:21:59.665Z,0.0,6302,A332,Airbus A330-243,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:25:00Z,2021-03-20T12:25:00Z,+0800,ZGSZ,SZX,2021-03-20T15:10:00Z,2021-03-20T15:10:00Z,,,
7813F9,2021-03-20T12:22:15Z,31.184192,121.330055,,,,True,CSN3504,B-1128,terrestrial,CZ3504,2021-03-20T12:22:17.370Z,0.0,5002,B789,Boeing 787-9,CZ,China Southern Airlines,+0800,ZSSS,SHA,2021-03-20T12:15:00Z,,+0800,ZGGG,CAN,2021-03-20T14:45:00Z,,,,
7809B9,2021-03-20T12:22:18Z,31.184727,121.331868,,177.23991,,True,CES5357,B-5921,terrestrial,MU5357,2021-03-20T12:22:20.309Z,0.0,6302,A332,Airbus A330-243,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:25:00Z,2021-03-20T12:25:00Z,+0800,ZGSZ,SZX,2021-03-20T15:10:00Z,2021-03-20T15:10:00Z,,,
7809B9,2021-03-20T12:22:21Z,31.184727,121.331868,,177.23991,,True,CES5357,B-5921,terrestrial,MU5357,2021-03-20T12:22:24.258Z,0.0,6302,A332,Airbus A330-243,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:25:00Z,2021-03-20T12:25:00Z,+0800,ZGSZ,SZX,2021-03-20T15:10:00Z,2021-03-20T15:10:00Z,,,
78114D,2021-03-20T12:21:55Z,31.18283,121.423975,32125.0,270.0,,False,CSN6376,B-8368,terrestrial,CZ6376,2021-03-20T12:21:57.453Z,350.0,1266,A21N,Airbus A321-271N,CZ,China Southern Airlines,+0800,ZYTL,DLC,2021-03-20T10:50:00Z,,+0800,ZGGG,CAN,2021-03-20T15:00:00Z,,,,
78114D,2021-03-20T12:21:29Z,31.18823,121.473029,32100.0,270.0,220.0,False,CSN6376,B-8368,terrestrial,CZ6376,2021-03-20T12:21:30.753Z,350.0,1266,A21N,Airbus A321-271N,CZ,China Southern Airlines,+0800,ZYTL,DLC,2021-03-20T10:50:00Z,,+0800,ZGGG,CAN,2021-03-20T15:00:00Z,,,,
780BE9,2021-03-20T12:17:44Z,31.215408,121.331177,1025.0,350.0,,False,CDG4668,B-1932,terrestrial,SC4668,2021-03-20T12:17:46.797Z,160.0,,B738,Boeing 737-85N,SC,Shandong Airlines,+0800,ZSSS,SHA,2021-03-20T12:10:00Z,,+0800,ZSQD,TAO,2021-03-20T14:00:00Z,,,,
780BE9,2021-03-20T12:17:55Z,31.223007,121.330046,1625.0,350.0,,False,CDG4668,B-1932,terrestrial,SC4668,2021-03-20T12:17:57.824Z,160.0,,B738,Boeing 737-85N,SC,Shandong Airlines,+0800,ZSSS,SHA,2021-03-20T12:10:00Z,,+0800,ZSQD,TAO,2021-03-20T14:00:00Z,,,,
780BE9,2021-03-20T12:18:20Z,31.240509,121.315045,2925.0,330.0,1850.0,False,CDG4668,B-1932,terrestrial,SC4668,2021-03-20T12:18:22.360Z,170.0,,B738,Boeing 737-85N,SC,Shandong Airlines,+0800,ZSSS,SHA,2021-03-20T12:10:00Z,,+0800,ZSQD,TAO,2021-03-20T14:00:00Z,,2021-03-20T12:17:25Z,,
780BE9,2021-03-20T12:18:32Z,31.246188,121.309991,3225.0,330.0,2810.0,False,CDG4668,B-1932,terrestrial,SC4668,2021-03-20T12:18:35.239Z,180.0,,B738,Boeing 737-85N,SC,Shandong Airlines,+0800,ZSSS,SHA,2021-03-20T12:10:00Z,,+0800,ZSQD,TAO,2021-03-20T14:00:00Z,,2021-03-20T12:17:25Z,,
780BE9,2021-03-20T12:18:33Z,31.248047,121.30845,3350.0,330.0,2880.0,False,CDG4668,B-1932,terrestrial,SC4668,2021-03-20T12:18:35.500Z,180.0,,B738,Boeing 737-85N,SC,Shandong Airlines,+0800,ZSSS,SHA,2021-03-20T12:10:00Z,,+0800,ZSQD,TAO,2021-03-20T14:00:00Z,,2021-03-20T12:17:25Z,,
780BE9,2021-03-20T12:18:48Z,31.259269,121.298676,4175.0,330.0,3320.0,False,CDG4668,B-1932,terrestrial,SC4668,2021-03-20T12:18:50.747Z,190.0,,B738,Boeing 737-85N,SC,Shandong Airlines,+0800,ZSSS,SHA,2021-03-20T12:10:00Z,,+0800,ZSQD,TAO,2021-03-20T14:00:00Z,,2021-03-20T12:17:25Z,,
780BE9,2021-03-20T12:18:50Z,31.260992,121.297247,4275.0,330.0,,False,CDG4668,B-1932,terrestrial,SC4668,2021-03-20T12:18:52.924Z,200.0,,B738,Boeing 737-85N,SC,Shandong Airlines,+0800,ZSSS,SHA,2021-03-20T12:10:00Z,,+0800,ZSQD,TAO,2021-03-20T14:00:00Z,,2021-03-20T12:17:25Z,,
780BE9,2021-03-20T12:18:56Z,31.26622,121.292886,4550.0,330.0,1980.0,False,CDG4668,B-1932,terrestrial,SC4668,2021-03-20T12:18:57.974Z,200.0,,B738,Boeing 737-85N,SC,Shandong Airlines,+0800,ZSSS,SHA,2021-03-20T12:10:00Z,,+0800,ZSQD,TAO,2021-03-20T14:00:00Z,,2021-03-20T12:17:25Z,,
7802EB,2021-03-20T12:20:51Z,31.201707,121.337155,,25.31,0.0,True,CXA8515,B-5309,terrestrial,MF8515,2021-03-20T12:20:53.174Z,13.2,,B738,Boeing 737-86N,MF,Xiamen Airlines,+0800,ZSQZ,JJN,2021-03-20T10:50:00Z,,+0800,ZSSS,SHA,2021-03-20T12:20:00Z,2021-03-20T12:27:00Z,,2021-03-20T12:18:28Z,
780CA1,2021-03-20T12:20:20Z,31.237669,121.320264,2425.0,330.0,2560.0,False,CES2170,B-1861,terrestrial,MU2170,2021-03-20T12:20:22.690Z,140.0,,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:20:00Z,2021-03-20T12:20:00Z,+0800,ZLXY,XIY,2021-03-20T15:10:00Z,2021-03-20T15:10:00Z,,,
780CA1,2021-03-20T12:20:24Z,31.239159,121.318945,2550.0,330.0,2620.0,False,CES2170,B-1861,terrestrial,MU2170,2021-03-20T12:20:26.887Z,140.0,,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:20:00Z,2021-03-20T12:20:00Z,+0800,ZLXY,XIY,2021-03-20T15:10:00Z,2021-03-20T15:10:00Z,,,
780CA1,2021-03-20T12:20:36Z,31.245397,121.313672,3025.0,330.0,1850.0,False,CES2170,B-1861,terrestrial,MU2170,2021-03-20T12:20:38.383Z,140.0,1036,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:20:00Z,2021-03-20T12:20:00Z,+0800,ZLXY,XIY,2021-03-20T15:10:00Z,2021-03-20T15:10:00Z,2021-03-20T12:19:19Z,,
780CA1,2021-03-20T12:20:45Z,31.24926,121.310376,3175.0,330.0,,False,CES2170,B-1861,terrestrial,MU2170,2021-03-20T12:20:47.856Z,140.0,,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:20:00Z,2021-03-20T12:20:00Z,+0800,ZLXY,XIY,2021-03-20T15:10:00Z,2021-03-20T15:10:00Z,2021-03-20T12:19:19Z,,
780CA1,2021-03-20T12:20:48Z,31.252075,121.307965,3275.0,323.79288,0.0,False,CES2170,B-1861,terrestrial,MU2170,2021-03-20T12:20:50.769Z,150.0,,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:20:00Z,2021-03-20T12:20:00Z,+0800,ZLXY,XIY,2021-03-20T15:10:00Z,2021-03-20T15:10:00Z,2021-03-20T12:19:19Z,,
780CA1,2021-03-20T12:20:50Z,31.253171,121.307025,3300.0,330.0,1080.0,False,CES2170,B-1861,terrestrial,MU2170,2021-03-20T12:20:53.228Z,150.0,,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:20:00Z,2021-03-20T12:20:00Z,+0800,ZLXY,XIY,2021-03-20T15:10:00Z,2021-03-20T15:10:00Z,2021-03-20T12:19:19Z,,
780CA1,2021-03-20T12:21:11Z,31.267602,121.29472,3750.0,330.0,1340.0,False,CES2170,B-1861,terrestrial,MU2170,2021-03-20T12:21:13.455Z,180.0,,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:20:00Z,2021-03-20T12:20:00Z,+0800,ZLXY,XIY,2021-03-20T15:10:00Z,2021-03-20T15:10:00Z,2021-03-20T12:19:19Z,,
780DE2,2021-03-20T12:04:11Z,31.306008,121.261322,4750.0,320.0,,False,CES5523,B-1680,terrestrial,MU5523,2021-03-20T12:04:13.956Z,240.0,6313,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T11:55:00Z,2021-03-20T11:55:00Z,+0800,ZSQD,TAO,2021-03-20T13:45:00Z,2021-03-20T13:45:00Z,,,
780DE2,2021-03-20T12:04:33Z,31.326677,121.243634,4775.0,320.0,-30.0,False,CES5523,B-1680,terrestrial,MU5523,2021-03-20T12:04:36.232Z,250.0,6313,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T11:55:00Z,2021-03-20T11:55:00Z,+0800,ZSQD,TAO,2021-03-20T13:45:00Z,2021-03-20T13:45:00Z,,,
780DE2,2021-03-20T12:04:35Z,31.32947,121.241217,4775.0,320.0,60.0,False,CES5523,B-1680,terrestrial,MU5523,2021-03-20T12:04:38.159Z,250.0,6313,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T11:55:00Z,2021-03-20T11:55:00Z,+0800,ZSQD,TAO,2021-03-20T13:45:00Z,2021-03-20T13:45:00Z,,,
780DE2,2021-03-20T12:04:50Z,31.343719,121.229015,4775.0,320.0,-30.0,False,CES5523,B-1680,terrestrial,MU5523,2021-03-20T12:04:53.676Z,250.0,6313,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T11:55:00Z,2021-03-20T11:55:00Z,+0800,ZSQD,TAO,2021-03-20T13:45:00Z,2021-03-20T13:45:00Z,,,
780DE2,2021-03-20T12:04:57Z,31.348938,121.224491,4775.0,320.0,-90.0,False,CES5523,B-1680,terrestrial,MU5523,2021-03-20T12:04:59.081Z,250.0,6313,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T11:55:00Z,2021-03-20T11:55:00Z,+0800,ZSQD,TAO,2021-03-20T13:45:00Z,2021-03-20T13:45:00Z,,,
780DE2,2021-03-20T12:05:05Z,31.35759,121.217113,4775.0,330.0,0.0,False,CES5523,B-1680,terrestrial,MU5523,2021-03-20T12:05:07.737Z,250.0,6313,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T11:55:00Z,2021-03-20T11:55:00Z,+0800,ZSQD,TAO,2021-03-20T13:45:00Z,2021-03-20T13:45:00Z,,,
78119D,2021-03-20T12:07:00Z,31.299683,121.266497,4700.0,320.0,120.0,False,CES5346,B-8568,terrestrial,MU5346,2021-03-20T12:07:02.024Z,240.0,1047,A321,Airbus A321-211,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:00:00Z,2021-03-20T12:00:00Z,+0800,ZSYT,YNT,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,2021-03-20T12:04:15Z,,
78119D,2021-03-20T12:06:57Z,31.297211,121.268598,4700.0,320.0,120.0,False,CES5346,B-8568,terrestrial,MU5346,2021-03-20T12:06:59.544Z,240.0,,A321,Airbus A321-211,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:00:00Z,2021-03-20T12:00:00Z,+0800,ZSYT,YNT,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,2021-03-20T12:04:15Z,,
78119D,2021-03-20T12:07:33Z,31.331053,121.239514,4750.0,330.0,0.0,False,CES5346,B-8568,terrestrial,MU5346,2021-03-20T12:07:35.382Z,250.0,1047,A321,Airbus A321-211,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:00:00Z,2021-03-20T12:00:00Z,+0800,ZSYT,YNT,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,2021-03-20T12:04:15Z,,
78119D,2021-03-20T12:07:12Z,31.311082,121.256598,4725.0,330.0,120.0,False,CES5346,B-8568,terrestrial,MU5346,2021-03-20T12:07:14.663Z,250.0,1047,A321,Airbus A321-211,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:00:00Z,2021-03-20T12:00:00Z,+0800,ZSYT,YNT,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,2021-03-20T12:04:15Z,,
78119D,2021-03-20T12:07:23Z,31.319504,121.249372,4750.0,330.0,60.0,False,CES5346,B-8568,terrestrial,MU5346,2021-03-20T12:07:25.523Z,240.0,1047,A321,Airbus A321-211,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:00:00Z,2021-03-20T12:00:00Z,+0800,ZSYT,YNT,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,2021-03-20T12:04:15Z,,
78119D,2021-03-20T12:07:48Z,31.344832,121.227704,4750.0,320.0,0.0,False,CES5346,B-8568,terrestrial,MU5346,2021-03-20T12:07:49.997Z,240.0,1047,A321,Airbus A321-211,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:00:00Z,2021-03-20T12:00:00Z,+0800,ZSYT,YNT,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,2021-03-20T12:04:15Z,,
78119D,2021-03-20T12:08:06Z,31.360977,121.213935,4750.0,320.0,0.0,False,CES5346,B-8568,terrestrial,MU5346,2021-03-20T12:08:08.677Z,240.0,1047,A321,Airbus A321-211,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:00:00Z,2021-03-20T12:00:00Z,+0800,ZSYT,YNT,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,2021-03-20T12:04:15Z,,
780F9D,2021-03-20T12:11:15Z,31.28952,121.276461,4275.0,330.0,1470.0,False,DKH1143,B-8540,terrestrial,HO1143,2021-03-20T12:11:16.345Z,220.0,,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZUGY,KWE,2021-03-20T15:10:00Z,,2021-03-20T12:08:59Z,,
780F9D,2021-03-20T12:11:18Z,31.292461,121.273956,4350.0,320.0,1210.0,False,DKH1143,B-8540,terrestrial,HO1143,2021-03-20T12:11:19.208Z,220.0,,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZUGY,KWE,2021-03-20T15:10:00Z,,2021-03-20T12:08:59Z,,
780F9D,2021-03-20T12:11:24Z,31.297668,121.269459,4450.0,320.0,570.0,False,DKH1143,B-8540,terrestrial,HO1143,2021-03-20T12:11:25.781Z,230.0,5031,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZUGY,KWE,2021-03-20T15:10:00Z,,2021-03-20T12:08:59Z,,
780F9D,2021-03-20T12:11:30Z,31.3022,121.265474,4475.0,320.0,570.0,False,DKH1143,B-8540,terrestrial,HO1143,2021-03-20T12:11:32.413Z,240.0,5031,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZUGY,KWE,2021-03-20T15:10:00Z,,2021-03-20T12:08:59Z,,
780F9D,2021-03-20T12:11:33Z,31.305728,121.262421,4525.0,320.0,640.0,False,DKH1143,B-8540,terrestrial,HO1143,2021-03-20T12:11:34.670Z,240.0,,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZUGY,KWE,2021-03-20T15:10:00Z,,2021-03-20T12:08:59Z,,
780F9D,2021-03-20T12:11:26Z,31.300375,121.26709,4450.0,320.0,570.0,False,DKH1143,B-8540,terrestrial,HO1143,2021-03-20T12:11:29.371Z,230.0,5031,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZUGY,KWE,2021-03-20T15:10:00Z,,2021-03-20T12:08:59Z,,
780F9D,2021-03-20T12:12:18Z,31.347336,121.226053,4750.0,320.0,0.0,False,DKH1143,B-8540,terrestrial,HO1143,2021-03-20T12:12:18.826Z,240.0,5031,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZUGY,KWE,2021-03-20T15:10:00Z,,2021-03-20T12:08:59Z,,
780F9D,2021-03-20T12:12:21Z,31.350092,121.223639,4750.0,320.0,60.0,False,DKH1143,B-8540,terrestrial,HO1143,2021-03-20T12:12:23.106Z,240.0,5031,A321,Airbus A321-231,HO,Juneyao Air,+0800,ZSSS,SHA,2021-03-20T12:05:00Z,,+0800,ZUGY,KWE,2021-03-20T15:10:00Z,,2021-03-20T12:08:59Z,,
7802F3,2021-03-20T12:09:57Z,31.29828,121.41156,11800.0,260.0,-30.0,False,CSN3262,B-5193,terrestrial,CZ3262,2021-03-20T12:09:58.536Z,290.0,5044,B738,Boeing 737-81B,CZ,China Southern Airlines,+0800,ZSPD,PVG,2021-03-20T11:50:00Z,,+0800,ZGNN,NNG,2021-03-20T15:20:00Z,,2021-03-20T12:02:46Z,,
7802F3,2021-03-20T12:10:24Z,31.291168,121.368821,11800.0,260.0,0.0,False,CSN3262,B-5193,terrestrial,CZ3262,2021-03-20T12:10:26.131Z,290.0,5044,B738,Boeing 737-81B,CZ,China Southern Airlines,+0800,ZSPD,PVG,2021-03-20T11:50:00Z,,+0800,ZGNN,NNG,2021-03-20T15:20:00Z,,2021-03-20T12:02:46Z,,
7802F3,2021-03-20T12:09:00Z,31.313409,121.503571,11825.0,260.0,-30.0,False,CSN3262,B-5193,terrestrial,CZ3262,2021-03-20T12:09:01.162Z,290.0,5044,B738,Boeing 737-81B,CZ,China Southern Airlines,+0800,ZSPD,PVG,2021-03-20T11:50:00Z,,+0800,ZGNN,NNG,2021-03-20T15:20:00Z,,2021-03-20T12:02:46Z,,
781106,2021-03-20T12:13:47Z,31.326351,121.192218,6750.0,110.0,0.0,False,CSH9376,B-8976,terrestrial,FM9376,2021-03-20T12:13:49.241Z,220.0,,A321,Airbus A321-231,FM,Shanghai Airlines,+0800,ZHCC,CGO,2021-03-20T10:35:00Z,,+0800,ZSSS,SHA,2021-03-20T12:20:00Z,,,,
780EDA,2021-03-20T12:14:05Z,31.307602,121.260035,4600.0,320.0,890.0,False,CES5417,B-8276,terrestrial,MU5417,2021-03-20T12:14:08.867Z,250.0,,A320,Airbus A320-232,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:15:00Z,2021-03-20T12:15:00Z,+0800,ZUUU,CTU,2021-03-20T15:45:00Z,2021-03-20T15:45:00Z,2021-03-20T12:11:26Z,,
780EDA,2021-03-20T12:14:26Z,31.327606,121.242855,4750.0,320.0,60.0,False,CES5417,B-8276,terrestrial,MU5417,2021-03-20T12:14:29.159Z,240.0,1045,A320,Airbus A320-232,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:15:00Z,2021-03-20T12:15:00Z,+0800,ZUUU,CTU,2021-03-20T15:45:00Z,2021-03-20T15:45:00Z,2021-03-20T12:11:26Z,,
780EDA,2021-03-20T12:14:29Z,31.329987,121.240809,4750.0,320.0,0.0,False,CES5417,B-8276,terrestrial,MU5417,2021-03-20T12:14:31.368Z,240.0,1045,A320,Airbus A320-232,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:15:00Z,2021-03-20T12:15:00Z,+0800,ZUUU,CTU,2021-03-20T15:45:00Z,2021-03-20T15:45:00Z,2021-03-20T12:11:26Z,,
780EDA,2021-03-20T12:14:12Z,31.314014,121.254565,4675.0,320.0,510.0,False,CES5417,B-8276,terrestrial,MU5417,2021-03-20T12:14:14.022Z,240.0,1045,A320,Airbus A320-232,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:15:00Z,2021-03-20T12:15:00Z,+0800,ZUUU,CTU,2021-03-20T15:45:00Z,2021-03-20T15:45:00Z,2021-03-20T12:11:26Z,,
780EDA,2021-03-20T12:14:14Z,31.316482,121.252423,4700.0,320.0,380.0,False,CES5417,B-8276,terrestrial,MU5417,2021-03-20T12:14:16.226Z,240.0,1045,A320,Airbus A320-232,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:15:00Z,2021-03-20T12:15:00Z,+0800,ZUUU,CTU,2021-03-20T15:45:00Z,2021-03-20T15:45:00Z,2021-03-20T12:11:26Z,,
780EDA,2021-03-20T12:14:35Z,31.336127,121.235504,4750.0,320.0,0.0,False,CES5417,B-8276,terrestrial,MU5417,2021-03-20T12:14:37.860Z,240.0,1045,A320,Airbus A320-232,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:15:00Z,2021-03-20T12:15:00Z,+0800,ZUUU,CTU,2021-03-20T15:45:00Z,2021-03-20T15:45:00Z,2021-03-20T12:11:26Z,,
780EDA,2021-03-20T12:14:39Z,31.338734,121.233307,4750.0,320.0,0.0,False,CES5417,B-8276,terrestrial,MU5417,2021-03-20T12:14:40.627Z,240.0,1045,A320,Airbus A320-232,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:15:00Z,2021-03-20T12:15:00Z,+0800,ZUUU,CTU,2021-03-20T15:45:00Z,2021-03-20T15:45:00Z,2021-03-20T12:11:26Z,,
780EDA,2021-03-20T12:14:41Z,31.341339,121.231007,4750.0,320.0,0.0,False,CES5417,B-8276,terrestrial,MU5417,2021-03-20T12:14:44.541Z,240.0,1045,A320,Airbus A320-232,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T12:15:00Z,2021-03-20T12:15:00Z,+0800,ZUUU,CTU,2021-03-20T15:45:00Z,2021-03-20T15:45:00Z,2021-03-20T12:11:26Z,,
